"","CASE","SERIAL","REF","QUESTNNR","MODE","STARTED","QE01_01","QE01_02","QE01_03","QE01_04","QE01_05","QE01_06","QE01_07","SD01","SD02_01","SD03","SD03_09","TC01_01","TC01_02","TC02_01","TC02_02","KV01_01","KV01_02","KV01_03","KV01_04","KV01_05","KV01_06","KV01_07","KV02_01","KV02_02","KV02_03","KV02_04","KV03_01","KV03_02","KV03_03","KV03_04","GR01_CP","GR01","GR02_01","GR02_02","GR02_03","TIME001","TIME002","TIME003","TIME004","TIME005","TIME006","TIME007","TIME008","TIME009","TIME010","TIME_SUM","MAILSENT","LASTDATA","FINISHED","Q_VIEWER","LASTPAGE","MAXPAGE","MISSING","MISSREL","TIME_RSI","DEG_TIME"
"406",693,"1LV89K",NA,"base","interview","2018-10-09 10:52:05",5,7,4,7,3,5,5,NA,33,8,"",5,5,4,1,7,7,7,5,7,5,7,5,4,3,4,NA,NA,NA,NA,41,7,2,1,-1,8,47,26,31,110,45,34,45,28,14,388,NA,"2018-10-09 10:58:33",1,0,10,10,0,0,1.05,5
"407",694,"2135F8",NA,"base","interview","2018-10-09 11:16:42",5,5,6,3,5,2,5,1,47,5,"",3,NA,NA,NA,5,5,5,2,6,2,5,1,1,1,1,NA,NA,NA,NA,41,5,1,0,0,5,19,9,NA,8,21,8,45,11,12,138,NA,"2018-10-09 11:19:00",1,0,10,10,0,0,2.23,113
"408",695,"TIUFIU",NA,"base","interview","2018-10-09 11:43:48",6,6,6,5,5,5,5,2,65,8,"",2,4,4,4,7,7,7,7,6,5,7,2,3,3,3,7,7,7,6,41,6,2,1,1,11,28,28,22,11,84,35,39,32,12,302,NA,"2018-10-09 11:48:50",1,0,10,10,0,0,1.28,56
"409",696,"U3A1VY",NA,"base","interview","2018-10-09 12:10:20",6,5,5,7,6,6,6,2,34,4,"",4,5,5,5,6,6,7,6,7,5,4,2,5,3,3,4,6,5,3,41,8,2,-1,1,19,52,37,18,114,49,32,47,23,23,414,NA,"2018-10-09 12:17:14",1,0,10,10,0,0,0.96,4
"410",697,"KQJ9OJ",NA,"base","interview","2018-10-09 12:16:16",3,1,3,6,1,5,3,1,27,7,"",2,5,5,2,5,3,6,5,6,4,5,2,2,2,1,4,5,3,4,41,4,1,-1,-1,20,54,24,29,15,36,27,39,21,2,267,NA,"2018-10-09 12:20:43",1,0,10,10,0,0,1.45,74
"411",698,"F158C8",NA,"base","interview","2018-10-09 12:58:00",4,3,5,6,6,6,6,2,23,8,"",3,4,4,1,6,3,6,6,3,3,6,3,5,3,4,NA,NA,NA,NA,41,2,1,1,-1,5,38,67,24,89,44,26,42,16,12,363,NA,"2018-10-09 13:04:03",1,0,10,10,0,0,1.25,15
"412",699,"7KZAS5",NA,"base","interview","2018-10-09 13:11:33",3,5,4,3,3,6,6,2,75,8,"",4,5,2,5,6,6,6,6,2,7,7,6,7,6,4,4,3,5,2,41,1,1,1,1,29,75,127,68,111,89,70,83,32,12,696,NA,"2018-10-09 13:23:09",1,0,10,10,0,0,0.63,2
"413",700,"PY0F5Y",NA,"base","interview","2018-10-09 13:34:07",5,1,5,5,5,5,5,1,32,8,"",2,3,5,5,3,5,6,3,7,2,7,1,1,1,1,7,5,5,5,42,1,1,1,1,9,52,37,40,112,97,55,75,15,18,510,NA,"2018-10-09 13:42:37",1,0,10,10,0,0,0.87,3
"414",701,"6S1JYB",NA,"base","interview","2018-10-09 13:56:40",4,5,5,6,4,6,4,1,58,4,"",3,4,4,1,3,6,7,6,6,5,6,1,1,1,1,5,5,5,4,42,9,2,-1,-1,7,45,38,30,129,43,37,56,26,13,424,NA,"2018-10-09 14:03:44",1,0,10,10,0,0,1.02,5
"415",702,"LBB7VF",NA,"base","interview","2018-10-09 14:04:21",1,1,1,5,5,5,7,2,28,8,"",4,5,5,1,6,6,6,6,5,4,5,2,3,2,2,6,6,6,NA,42,2,1,1,-1,3,42,39,28,97,40,21,40,9,18,337,NA,"2018-10-09 14:09:58",1,0,10,10,0,0,1.42,26
"416",704,"7EDSTF",NA,"base","interview","2018-10-09 14:48:41",6,6,6,7,6,6,6,1,58,8,"",4,3,5,1,6,6,7,7,4,6,7,4,5,4,5,7,7,7,5,42,7,2,1,-1,6,64,40,59,145,49,42,52,19,19,495,NA,"2018-10-09 14:56:56",1,0,10,10,0,0,0.92,5
"417",706,"RTVG1A",NA,"base","interview","2018-10-09 15:05:27",2,5,2,7,1,7,3,1,55,8,"",4,NA,NA,NA,7,7,7,6,7,4,7,1,1,3,1,NA,NA,NA,NA,42,5,1,0,0,8,59,62,NA,151,63,14,55,20,9,441,NA,"2018-10-09 15:12:48",1,0,10,10,0,0,1.11,13
"418",707,"6DFSQ6",NA,"base","interview","2018-10-09 15:12:23",4,5,6,7,6,6,7,2,33,8,"",3,NA,NA,NA,7,7,7,5,6,6,7,1,2,3,2,NA,NA,NA,NA,42,5,1,0,0,2,29,17,NA,13,42,5,38,12,2,160,NA,"2018-10-09 15:15:03",1,0,10,10,0,0,2.17,149
"419",708,"PCQ1A5",NA,"base","interview","2018-10-09 15:24:45",6,3,5,6,6,6,6,2,28,8,"",5,5,4,1,7,7,7,7,7,4,7,1,1,1,1,5,6,5,3,42,4,1,-1,-1,2,44,30,33,161,64,34,41,13,17,439,NA,"2018-10-09 15:32:04",1,0,10,10,0,0,1.21,27
"420",709,"KPEEY9",NA,"base","interview","2018-10-09 15:37:07",7,5,5,7,6,7,7,1,61,8,"",4,3,3,5,6,5,7,5,7,4,6,5,6,5,4,NA,NA,NA,NA,42,8,2,-1,1,32,99,37,53,177,130,59,148,24,11,770,NA,"2018-10-09 15:49:57",1,0,10,10,0,0,0.64,2
"421",711,"AQRMPB",NA,"base","interview","2018-10-09 16:06:52",5,7,6,7,6,7,7,1,53,8,"",3,4,5,3,2,6,7,6,7,3,6,1,7,4,6,6,6,6,6,42,3,1,-1,1,6,40,24,13,47,43,34,44,11,12,274,NA,"2018-10-09 16:11:26",1,0,10,10,0,0,1.54,28
"422",712,"9YZ978",NA,"base","interview","2018-10-09 16:16:28",7,7,5,5,5,6,7,1,70,8,"",3,4,4,4,7,7,7,7,5,7,7,2,2,2,2,NA,NA,NA,NA,42,6,2,1,1,31,128,67,57,245,96,58,104,20,10,816,NA,"2018-10-09 16:30:04",1,0,10,10,0,0,0.63,3
"423",713,"CD1MWE",NA,"base","interview","2018-10-09 16:23:22",6,6,5,7,6,5,6,1,20,7,"",4,5,5,5,5,4,7,5,5,3,7,2,3,2,2,6,6,6,6,42,6,2,1,1,10,35,27,24,120,31,21,62,18,12,360,NA,"2018-10-09 16:29:23",1,0,10,10,0,0,1.2,11
"424",714,"DGQGGC",NA,"base","interview","2018-10-09 16:54:27",6,6,6,6,6,6,7,2,44,8,"",5,5,4,1,7,6,7,6,7,6,7,3,3,3,3,NA,NA,NA,NA,43,4,1,-1,-1,3,25,15,19,73,24,16,29,14,2,220,NA,"2018-10-09 16:58:07",1,0,10,10,0,0,2.02,79
"425",715,"7TOK8N",NA,"base","interview","2018-10-09 17:13:07",4,4,4,6,6,4,6,2,80,5,"",3,3,2,4,4,2,3,2,1,1,3,1,1,1,1,NA,NA,NA,NA,43,1,1,1,1,24,68,32,79,156,53,45,53,25,32,567,NA,"2018-10-09 17:22:34",1,0,10,10,0,0,0.71,0
"426",718,"WBGBUR",NA,"base","interview","2018-10-09 17:51:55",7,1,6,6,7,6,7,1,24,8,"",3,NA,NA,NA,5,6,7,7,7,3,6,1,1,3,1,NA,NA,NA,NA,43,10,2,0,0,27,43,32,NA,136,60,12,72,32,37,451,NA,"2018-10-09 17:59:26",1,0,10,10,0,0,0.93,8
"427",719,"7USOSH",NA,"base","interview","2018-10-09 18:03:39",6,4,5,7,5,6,6,1,27,8,"",4,4,4,1,5,4,5,4,3,4,4,4,5,4,4,NA,NA,NA,NA,43,9,2,-1,-1,61,109,36,42,422,66,40,62,17,28,883,NA,"2018-10-09 18:18:22",1,0,10,10,0,0,0.65,1
"428",721,"H8QYWW",NA,"base","interview","2018-10-09 18:18:23",5,5,6,7,4,7,6,2,36,8,"",3,2,4,5,5,4,6,6,5,4,3,5,5,4,6,5,5,6,5,43,8,2,-1,1,2,23,15,17,7,65,16,49,16,9,219,NA,"2018-10-09 18:22:02",1,0,10,10,0,0,1.85,97
"429",722,"UVI6BJ",NA,"base","interview","2018-10-09 18:22:21",6,5,3,6,1,6,3,2,22,7,"",4,4,4,1,6,4,7,5,5,2,7,3,3,2,3,NA,NA,NA,NA,43,7,2,1,-1,24,42,32,42,184,52,49,64,14,62,565,NA,"2018-10-09 18:31:46",1,0,10,10,0,0,0.79,2
"430",723,"PPPJ5S",NA,"base","interview","2018-10-09 18:33:19",3,6,3,3,3,3,3,2,71,8,"",2,1,1,1,6,6,2,6,3,4,6,2,6,2,2,NA,NA,NA,NA,43,2,1,1,-1,26,56,40,29,73,36,36,55,27,6,384,NA,"2018-10-09 18:39:43",1,0,10,10,0,0,1.12,13
"431",724,"0896YY",NA,"base","interview","2018-10-09 18:56:07",5,5,5,5,6,6,4,2,53,8,"",3,2,3,3,3,5,6,4,5,3,5,5,4,4,5,NA,NA,NA,NA,43,3,1,-1,1,8,51,51,13,74,48,45,143,32,23,488,NA,"2018-10-09 19:04:15",1,0,10,10,0,0,1.01,12
"432",726,"YX1JVF",NA,"base","interview","2018-10-09 19:15:33",2,5,3,6,6,7,7,2,52,8,"",4,NA,NA,NA,7,7,7,7,6,6,7,4,6,5,4,NA,NA,NA,NA,44,10,2,0,0,8,150,55,NA,246,97,21,131,35,29,772,NA,"2018-10-09 19:28:25",1,0,10,10,0,0,0.68,4
"433",727,"8PKPUZ",NA,"base","interview","2018-10-09 19:15:39",5,5,4,7,4,6,6,1,38,8,"",4,NA,NA,NA,5,5,5,5,5,5,7,7,7,7,6,NA,NA,NA,NA,44,10,2,0,0,7,30,99,NA,92,34,7,40,19,4,332,NA,"2018-10-09 19:21:11",1,0,10,10,0,0,1.6,46
"434",729,"BXSBYD",NA,"base","interview","2018-10-09 20:45:00",6,4,4,5,6,4,6,1,52,5,"",4,5,5,5,4,2,6,2,3,2,5,1,2,1,1,NA,NA,NA,NA,44,8,2,-1,1,46,92,74,83,346,86,62,166,53,55,1063,NA,"2018-10-09 21:02:43",1,0,10,10,0,0,0.39,0
"435",730,"6979MZ",NA,"base","interview","2018-10-09 20:59:26",7,5,5,6,6,6,6,2,71,8,"",5,5,2,1,5,5,7,5,2,4,6,1,1,1,1,NA,NA,NA,NA,44,2,1,1,-1,23,64,18,70,155,54,43,81,27,27,562,NA,"2018-10-09 21:08:48",1,0,10,10,0,0,0.76,4
"436",732,"582DE6",NA,"base","interview","2018-10-09 21:26:00",5,5,4,5,5,5,4,1,41,8,"",2,1,3,3,5,5,5,5,6,4,5,5,4,4,5,NA,NA,NA,NA,44,6,2,1,1,14,56,41,60,120,79,77,92,17,11,567,NA,"2018-10-09 21:35:27",1,0,10,10,0,0,0.8,3
"437",734,"F35ES5",NA,"base","interview","2018-10-09 21:35:40",6,3,6,6,6,7,4,1,26,8,"",4,NA,NA,NA,2,3,2,1,1,1,6,1,1,1,1,NA,NA,NA,NA,44,5,1,0,0,3,38,45,NA,205,56,13,81,31,6,478,NA,"2018-10-09 21:43:38",1,0,10,10,0,0,1.39,32
"438",735,"9J390L",NA,"base","interview","2018-10-09 21:36:05",7,5,4,7,5,7,4,1,29,8,"",4,4,5,5,7,4,7,7,7,4,7,1,1,1,1,4,5,5,NA,44,1,1,1,1,6,56,37,31,117,70,38,55,26,8,444,NA,"2018-10-09 21:43:29",1,0,10,10,0,0,1.07,9
"439",737,"W7LSOB",NA,"base","interview","2018-10-09 21:51:21",6,6,6,7,2,5,7,2,63,8,"",4,5,4,1,6,7,7,4,6,5,7,3,5,4,5,5,5,5,3,44,9,2,-1,-1,8,45,26,57,131,49,43,79,22,8,468,NA,"2018-10-09 21:59:09",1,0,10,10,0,0,1.02,8
"440",738,"MPMGAC",NA,"base","interview","2018-10-09 21:51:36",5,6,7,5,6,6,7,2,24,7,"",4,4,4,5,3,3,4,4,5,4,5,2,2,1,1,5,5,5,NA,44,3,1,-1,1,17,54,44,25,177,51,34,60,16,25,503,NA,"2018-10-09 21:59:59",1,0,10,10,0,0,0.87,2
"441",739,"BWWW8Q",NA,"base","interview","2018-10-09 21:58:02",5,6,4,7,2,6,6,1,26,8,"",4,5,5,1,6,4,6,6,6,4,7,6,5,5,4,NA,NA,NA,NA,44,9,2,-1,-1,23,37,31,30,130,44,23,47,15,17,397,NA,"2018-10-09 22:04:39",1,0,10,10,0,0,1.04,5
"442",742,"JKXSOB",NA,"base","interview","2018-10-09 22:35:15",6,6,6,7,7,7,7,1,40,7,"",5,5,5,1,6,5,1,4,4,4,6,2,4,2,4,NA,NA,NA,NA,44,7,2,1,-1,8,39,29,25,74,35,29,45,33,9,326,NA,"2018-10-09 22:40:41",1,0,10,10,0,0,1.23,14
"443",743,"MZIWC9",NA,"base","interview","2018-10-09 22:49:42",6,6,5,7,3,5,5,2,45,8,"",4,4,3,1,6,5,7,6,6,4,7,6,6,5,5,6,5,6,5,44,4,1,-1,-1,24,33,31,34,106,42,36,63,15,45,429,NA,"2018-10-09 22:56:51",1,0,10,10,0,0,0.93,4
"444",744,"HFL2P5",NA,"base","interview","2018-10-09 23:06:31",4,3,3,6,3,3,5,2,43,8,"",2,3,5,1,7,7,7,7,6,7,7,3,3,1,1,NA,NA,NA,NA,45,7,2,1,-1,5,33,21,30,18,73,30,50,17,16,293,NA,"2018-10-09 23:11:24",1,0,10,10,0,0,1.39,38
"445",745,"CDBHAA",NA,"base","interview","2018-10-09 23:13:39",3,5,2,5,3,5,2,2,57,4,"",4,4,4,2,3,6,7,7,6,3,5,2,1,1,1,NA,NA,NA,NA,45,4,1,-1,-1,3,25,18,15,54,32,23,39,12,16,237,NA,"2018-10-09 23:17:36",1,0,10,10,0,0,1.75,41
"446",746,"A9S6KF",NA,"base","interview","2018-10-09 23:20:16",4,4,4,4,4,4,4,1,32,8,"",2,5,5,1,5,2,6,5,2,3,5,1,1,1,1,NA,NA,NA,NA,45,2,1,1,-1,19,49,66,25,27,24,22,74,18,4,328,NA,"2018-10-09 23:25:44",1,0,10,10,0,0,1.43,40
"447",747,"2M68Y5",NA,"base","interview","2018-10-09 23:21:30",7,5,4,5,3,5,6,1,32,8,"",4,5,5,5,6,5,7,5,1,4,7,2,4,3,4,NA,NA,NA,NA,45,8,2,-1,1,21,62,42,23,180,73,54,65,18,18,556,NA,"2018-10-09 23:30:46",1,0,10,10,0,0,0.8,2
"448",748,"PZMQVP",NA,"base","interview","2018-10-09 23:22:08",5,1,4,6,4,6,7,1,55,8,"",3,1,3,3,7,7,7,6,7,6,7,1,1,1,2,NA,NA,NA,NA,45,2,1,1,-1,20,224,36,31,93,50,54,38,20,19,585,NA,"2018-10-09 23:31:53",1,0,10,10,0,0,0.86,3
"449",749,"1OYDSL",NA,"base","interview","2018-10-09 23:36:17",4,3,1,7,3,4,5,1,39,8,"",3,2,5,5,5,6,7,4,7,5,6,5,4,4,3,NA,NA,NA,NA,45,6,2,1,1,21,106,38,58,248,121,76,208,42,34,952,NA,"2018-10-09 23:52:09",1,0,10,10,0,0,0.47,0
"450",750,"FCTET5",NA,"base","interview","2018-10-09 23:52:09",3,3,3,3,3,3,3,2,69,8,"",3,3,3,3,5,5,5,5,5,5,5,3,3,3,3,NA,NA,NA,NA,45,1,1,1,1,5,34,21,30,13,15,26,31,16,5,196,NA,"2018-10-09 23:55:25",1,0,10,10,0,0,1.91,77
"451",751,"DIHKLS",NA,"base","interview","2018-10-10 00:11:25",5,4,4,2,3,5,5,1,19,7,"",2,NA,NA,NA,6,7,6,7,7,5,6,1,1,1,1,NA,NA,NA,NA,45,5,1,0,0,33,71,74,NA,161,68,16,75,21,53,572,NA,"2018-10-10 00:20:57",1,0,10,10,0,0,0.74,5
"452",752,"YJBHNJ",NA,"base","interview","2018-10-10 06:38:21",6,6,6,5,6,6,7,2,43,8,"",4,NA,NA,NA,6,6,7,7,6,5,7,3,3,2,2,6,6,6,6,46,10,2,0,0,9,37,21,NA,97,37,7,45,23,17,293,NA,"2018-10-10 06:43:14",1,0,10,10,0,0,1.37,27
"453",753,"U6SOD8",NA,"base","interview","2018-10-10 06:45:08",7,4,6,7,6,7,6,2,34,8,"",4,3,4,5,1,4,6,6,7,4,7,5,6,5,5,NA,NA,NA,NA,46,1,1,1,1,8,17,15,28,133,37,30,78,15,24,385,NA,"2018-10-10 06:51:33",1,0,10,10,0,0,1.3,19
"454",755,"OEKSV1",NA,"base","interview","2018-10-10 07:02:13",5,4,5,6,6,6,6,2,61,7,"",4,4,1,3,2,3,2,3,3,3,3,6,6,6,6,NA,NA,NA,NA,46,4,1,-1,-1,5,29,44,16,28,22,18,56,16,4,238,NA,"2018-10-10 07:06:11",1,0,10,10,0,0,1.84,54
"455",756,"WKPN5V",NA,"base","interview","2018-10-10 07:57:04",5,6,6,6,6,5,6,1,27,8,"",4,5,4,1,5,5,7,6,6,3,5,4,5,4,4,6,6,6,6,46,7,2,1,-1,1103,29,21,27,106,23,16,30,10,13,286,NA,"2018-10-10 08:20:02",1,0,10,10,0,0,1.42,26
"456",757,"QVHTFO",NA,"base","interview","2018-10-10 08:04:55",5,5,5,6,5,5,5,1,53,8,"",4,4,4,4,5,5,6,6,5,4,6,4,4,4,4,NA,NA,NA,NA,46,8,2,-1,1,6,125,443,20,104,24,20,51,20,16,417,NA,"2018-10-10 08:18:44",1,0,10,10,0,0,1.14,15
"457",759,"DA8WF6",NA,"base","interview","2018-10-10 09:30:28",6,6,5,7,7,6,7,2,31,8,"",4,2,4,4,7,7,7,7,2,5,6,3,4,3,5,NA,NA,NA,NA,46,3,1,-1,1,7,47,25,34,106,43,29,46,12,13,362,NA,"2018-10-10 09:36:30",1,0,10,10,0,0,1.19,10
"458",760,"L8A3HF",NA,"base","interview","2018-10-10 10:12:49",2,4,5,2,2,2,2,1,20,7,"",4,4,4,4,6,5,2,5,5,4,7,5,3,6,3,5,5,5,3,46,6,2,1,1,5,59,30,52,178,58,41,64,21,16,524,NA,"2018-10-10 10:21:33",1,0,10,10,0,0,0.96,6
"459",761,"AZ97TH",NA,"base","interview","2018-10-10 10:14:51",4,4,3,5,2,2,1,2,57,8,"",4,4,3,3,7,7,7,7,7,6,7,2,4,3,2,NA,NA,NA,NA,46,6,2,1,1,9,25,27,25,61,37,26,53,12,2,277,NA,"2018-10-10 10:19:28",1,0,10,10,0,0,1.54,52
"460",762,"F1ZH0A",NA,"base","interview","2018-10-10 10:15:16",6,5,5,7,6,6,7,2,30,8,"",3,NA,NA,NA,6,6,6,6,2,3,4,3,4,4,1,NA,NA,NA,NA,46,5,1,0,0,2,20,20,NA,86,24,5,39,10,12,218,NA,"2018-10-10 10:18:54",1,0,10,10,0,0,1.97,79
"461",764,"6CWYH1",NA,"base","interview","2018-10-10 10:28:01",7,6,5,7,3,7,5,2,27,8,"",5,4,4,1,6,6,7,4,4,5,5,5,6,5,4,6,7,6,NA,46,9,2,-1,-1,7,59,57,35,128,52,36,61,18,2,455,NA,"2018-10-10 10:35:36",1,0,10,10,0,0,1.14,38
"462",765,"XZA4F6",NA,"base","interview","2018-10-10 11:38:08",6,4,4,7,4,6,4,1,25,8,"",4,NA,NA,NA,7,7,7,7,7,7,7,5,5,6,4,NA,NA,NA,NA,47,10,2,0,0,47,33,25,NA,93,87,8,28,14,23,358,NA,"2018-10-10 11:44:06",1,0,10,10,0,0,1.29,27
"463",766,"QPBPI7",NA,"base","interview","2018-10-10 11:40:43",7,7,6,7,6,7,7,2,48,8,"",4,3,5,1,7,7,7,6,6,6,7,4,4,4,4,NA,NA,NA,NA,47,2,1,1,-1,12,30,13,27,79,57,36,56,12,10,332,NA,"2018-10-10 11:46:15",1,0,10,10,0,0,1.33,19
"464",767,"8B3VOG",NA,"base","interview","2018-10-10 12:40:12",7,3,5,7,7,7,7,2,36,8,"",5,3,5,5,5,5,7,4,5,3,4,2,3,2,3,3,NA,NA,NA,47,3,1,-1,1,5,66,39,22,164,48,49,89,17,13,512,NA,"2018-10-10 12:48:44",1,0,10,10,0,0,1.04,10
"465",768,"ZGMN5D",NA,"base","interview","2018-10-10 12:52:26",4,6,3,7,2,6,7,2,74,8,"",5,5,3,3,7,7,7,7,7,7,7,3,5,7,6,NA,NA,NA,NA,47,8,2,-1,1,22,91,267,49,197,74,67,70,27,48,676,NA,"2018-10-10 13:07:38",1,0,10,10,0,0,0.52,0
"466",771,"X1WCVB",NA,"base","interview","2018-10-10 15:32:05",5,5,6,7,7,6,6,1,67,9,"Diplom GKK",4,NA,NA,NA,6,6,7,6,6,3,5,2,2,2,1,NA,NA,NA,NA,47,5,1,0,0,51,89,75,NA,199,62,10,83,62,17,648,NA,"2018-10-10 15:42:53",1,0,10,10,0,0,0.82,11
"467",772,"AT8FYL",NA,"base","interview","2018-10-10 15:39:49",6,6,6,7,7,7,7,1,35,8,"",5,NA,NA,NA,7,5,7,7,6,6,7,1,1,1,1,7,7,6,4,47,5,1,0,0,18,68,31,NA,157,51,8,55,20,28,436,NA,"2018-10-10 15:47:05",1,0,10,10,0,0,1.05,15
"468",773,"6W51OS",NA,"base","interview","2018-10-10 17:29:15",5,6,4,6,5,5,6,1,44,8,"",4,4,4,4,6,7,7,6,6,7,7,1,2,3,1,NA,NA,NA,NA,47,1,1,1,1,8,51,33,39,131,49,41,50,14,6,422,NA,"2018-10-10 17:36:17",1,0,10,10,0,0,1.17,13
"469",775,"WHWDPZ",NA,"base","interview","2018-10-10 17:47:02",7,5,5,7,6,7,7,NA,1,7,"",5,5,5,1,6,6,6,6,6,4,6,3,5,3,3,6,6,6,NA,47,4,1,-1,-1,29,59,52,41,172,53,33,76,77,13,605,NA,"2018-10-10 17:57:07",1,0,10,10,0,0,0.71,1
"470",776,"ICPTO0",NA,"base","interview","2018-10-10 18:56:41",3,5,2,7,3,5,6,1,22,7,"",5,5,5,1,6,2,7,5,6,5,6,2,2,3,2,NA,5,5,NA,47,9,2,-1,-1,268,114,67,39,356,69,50,107,19,6,838,NA,"2018-10-10 19:14:56",1,0,10,10,0,0,0.75,9
"471",777,"T87QM6",NA,"base","interview","2018-10-10 18:59:01",6,4,4,6,6,6,6,1,30,8,"",5,5,5,1,3,5,3,5,5,3,5,1,1,1,1,6,6,6,5,47,7,2,1,-1,11,141810,56,60,193,60,36,66,40,27,593,NA,"2018-10-12 10:31:40",1,0,10,10,0,0,0.62,0
"472",778,"ZYL7A3",NA,"base","interview","2018-10-10 19:27:52",7,7,6,7,7,7,6,1,47,8,"",4,4,3,1,7,7,7,3,7,3,7,1,1,2,2,7,6,7,5,47,7,2,1,-1,34,48,40,123,149,41,60,85,20,26,626,NA,"2018-10-10 19:38:18",1,0,10,10,0,0,0.69,1
"473",779,"D5YLUZ",NA,"base","interview","2018-10-10 19:32:54",7,7,6,7,7,7,7,1,73,8,"",4,5,5,1,6,7,7,7,4,4,7,2,2,3,2,NA,NA,NA,NA,47,7,2,1,-1,39,134,127,137,100,85,47,146,60,54,929,NA,"2018-10-10 19:48:23",1,0,10,10,0,0,0.44,1
"474",781,"4ZQGE2",NA,"base","interview","2018-10-10 19:53:09",3,4,3,7,1,5,6,1,44,8,"",3,4,4,1,6,4,7,6,3,3,6,1,5,3,2,NA,NA,NA,NA,48,4,1,-1,-1,12,62,18,25,100,90,43,87,18,19,474,NA,"2018-10-10 20:01:03",1,0,10,10,0,0,0.95,6
"475",782,"YYAS8J",NA,"base","interview","2018-10-10 19:53:31",7,6,4,7,2,7,7,2,51,8,"",4,4,5,1,3,5,7,7,6,5,7,3,3,2,1,NA,NA,NA,NA,48,9,2,-1,-1,32,62,35,35,124,74,41,57,20,23,503,NA,"2018-10-10 20:01:54",1,0,10,10,0,0,0.78,0
"476",783,"6ARJ28",NA,"base","interview","2018-10-10 20:05:23",6,7,4,7,5,6,6,1,36,8,"",4,NA,NA,NA,2,6,7,6,4,5,6,3,3,5,4,NA,NA,NA,NA,48,10,2,0,0,4,58,36,NA,182,44,5,47,20,4,400,NA,"2018-10-10 20:12:03",1,0,10,10,0,0,1.58,55
"477",784,"4J9FC6",NA,"base","interview","2018-10-10 20:11:38",1,1,2,7,1,2,4,2,30,7,"",4,4,5,1,6,3,6,2,6,2,4,1,1,1,1,NA,NA,NA,NA,48,2,1,1,-1,4300,28,36,40,165,49,30,84,21,19,483,NA,"2018-10-10 21:31:10",1,0,10,10,0,0,0.83,3
"478",786,"YG70H3",NA,"base","interview","2018-10-10 20:36:03",4,1,2,1,4,3,6,2,40,8,"",3,3,4,5,2,5,6,3,4,3,4,1,1,1,1,NA,NA,NA,NA,48,3,1,-1,1,5,28,21,13,75,34,19,37,13,2,247,NA,"2018-10-10 20:40:10",1,0,10,10,0,0,1.81,66
"479",787,"B766FT",NA,"base","interview","2018-10-10 20:38:38",6,6,6,7,6,7,7,1,49,8,"",4,4,5,5,2,5,6,6,6,5,7,4,5,3,6,6,6,6,5,48,8,2,-1,1,4,32,25,16,77,39,19,65,17,18,312,NA,"2018-10-10 20:43:50",1,0,10,10,0,0,1.45,24
"480",788,"Z63VF9",NA,"base","interview","2018-10-10 20:39:02",6,6,5,3,5,7,6,1,24,8,"",4,5,4,1,3,3,4,5,3,2,3,1,1,1,1,NA,NA,NA,NA,48,2,1,1,-1,58,78,49,61,242,61,52,69,41,12,723,NA,"2018-10-10 20:51:05",1,0,10,10,0,0,0.63,2
"481",792,"4O0L2Z",NA,"base","interview","2018-10-10 21:19:21",7,6,6,6,6,7,6,1,27,8,"",4,4,5,5,5,5,7,7,4,5,7,2,2,2,4,NA,NA,NA,NA,48,6,2,1,1,10,43,28,22,130,47,33,53,18,21,405,NA,"2018-10-10 21:26:06",1,0,10,10,0,0,1.03,4
"482",793,"KANGBJ",NA,"base","interview","2018-10-10 21:44:51",6,5,5,7,1,6,7,1,60,4,"",5,5,5,4,7,7,7,7,7,7,7,1,1,1,1,5,5,NA,NA,48,1,1,1,1,42,93,114,51,161,104,56,74,33,34,762,NA,"2018-10-10 21:57:33",1,0,10,10,0,0,0.51,0
"483",794,"SHWJPE",NA,"base","interview","2018-10-10 21:50:13",5,6,4,7,4,5,6,1,58,9,"dr. paed.",4,3,1,4,5,3,6,4,3,3,5,2,6,2,1,NA,NA,NA,NA,48,1,1,1,1,13,91,20,62,111,73,52,65,31,38,556,NA,"2018-10-10 21:59:29",1,0,10,10,0,0,0.75,3
"484",795,"1F8TK7",NA,"base","interview","2018-10-10 23:01:12",5,3,4,5,5,6,6,2,28,8,"",4,4,2,5,6,3,5,3,5,4,6,1,1,1,1,NA,NA,NA,NA,49,3,1,-1,1,3,38,21,28,112,38,29,43,19,8,339,NA,"2018-10-10 23:06:51",1,0,10,10,0,0,1.43,25
"485",796,"K0J3D4",NA,"base","interview","2018-10-11 00:21:54",6,7,6,7,5,6,7,1,50,9,"Staatsexamina",5,4,5,1,7,7,7,7,7,7,7,6,7,6,7,6,5,5,6,49,4,1,-1,-1,10,47,27,26,117,29,22,32,21,10,341,NA,"2018-10-11 00:27:35",1,0,10,10,0,0,1.26,14
"486",797,"XLKPPY",NA,"base","interview","2018-10-11 00:32:55",6,7,6,7,5,7,6,2,39,8,"",5,4,4,5,7,7,7,6,3,3,7,5,5,4,3,6,5,6,NA,49,6,2,1,1,28,2372,74,74,277,95,74,103,38,38,845,NA,"2018-10-11 01:25:48",1,0,10,10,0,0,0.4,0
